"User_ID","R","F"
"1003273","0","4"
"10034","0","4"
"1003509","0","4"
"1003559","0","4"
"1003561","0","4"
"1003562","0","4"
"1003628","0","4"
"1004068","0","4"
"1004269","0","4"
"1004839","0","4"
"1005292","0","4"
"1005407","0","4"
"1005414","0","4"
"1005474","0","4"
"1005704","0","4"
"1005742","0","4"
"1005807","0","4"
"1005838","0","4"
"1005961","0","4"
"1006453","0","4"
"1006707","0","4"
"1006964","0","4"
"1007004","0","4"
"1007171","0","4"
"1007190","0","4"
"1007225","0","4"
"1007294","0","4"
"1007479","0","4"
"1007704","0","4"
"1007907","0","4"
"1008100","0","4"
"1008106","0","4"
"1008187","0","4"
"1008378","0","4"
"1008391","0","4"
"1008430","0","4"
"1008961","0","4"
"1009129","0","4"
"100925","0","4"
"1009529","0","4"
"1009673","0","4"
"1009997","0","4"
"101001","0","4"
"1010638","0","4"
"1010915","0","4"
"1011248","0","4"
"1011499","0","4"
"1011591","0","4"
"1011704","0","4"
"1011725","0","4"
"1012110","0","4"
"1012298","0","4"
"101239","0","4"
"1012415","0","4"
"1012469","0","4"
"1012745","0","4"
"101303","0","4"
"101312","0","4"
"1014072","0","4"
"1014237","0","4"
"1014652","0","4"
"1014846","0","4"
"101515","0","4"
"1015229","0","4"
"1015578","0","4"
"1016016","0","4"
"1016054","0","4"
"1016234","0","4"
"1016293","0","4"
"1016465","0","4"
"1016716","0","4"
"101744","0","4"
"1017509","0","4"
"1017666","0","4"
"1017869","0","4"
"1017937","0","4"
"101855","0","4"
"10265","0","4"
"102654","0","4"
"10290","0","4"
"103159","0","4"
"103177","0","4"
"103511","0","4"
"103585","0","4"
"103966","0","4"
"104349","0","4"
"10449","0","4"
"104879","0","4"
"104893","0","4"
"104899","0","4"
"10490","0","4"
"105180","0","4"
"105975","0","4"
"106038","0","4"
"106395","0","4"
"106424","0","4"
"106526","0","4"
"106532","0","4"
"106613","0","4"
"10683","0","4"
"107471","0","4"
"10757","0","4"
"107601","0","4"
"107805","0","4"
"107850","0","4"
"108038","0","4"
"108248","0","4"
"108363","0","4"
"108676","0","4"
"109474","0","4"
"109661","0","4"
"109717","0","4"
"110179","0","4"
"110294","0","4"
"11079","0","4"
"110989","0","4"
"111226","0","4"
"111247","0","4"
"11162","0","4"
"111629","0","4"
"111738","0","4"
"112104","0","4"
"112220","0","4"
"1124","0","4"
"112643","0","4"
"112677","0","4"
"1000061","0","3"
"1000151","0","3"
"1000269","0","3"
"1000429","0","3"
"1000511","0","3"
"100091","0","3"
"100105","0","3"
"100107","0","3"
"1001676","0","3"
"1001967","0","3"
"1002188","0","3"
"1002194","0","3"
"1002317","0","3"
"100279","0","3"
"1002878","0","3"
"1003239","0","3"
"1003264","0","3"
"1003422","0","3"
"1003707","0","3"
"100377","0","3"
"100388","0","3"
"1003940","0","3"
"1004335","0","3"
"1004477","0","3"
"100451","0","3"
"1004681","0","3"
"1004682","0","3"
"1004895","0","3"
"1004906","0","3"
"1005559","0","3"
"1006207","0","3"
"1006404","0","3"
"1006919","0","3"
"1006938","0","3"
"1007027","0","3"
"1007082","0","3"
"1007476","0","3"
"1007629","0","3"
"1007802","0","3"
"1008003","0","3"
"100821","0","3"
"1008212","0","3"
"1008370","0","3"
"1008425","0","3"
"1008614","0","3"
"1008698","0","3"
"1009026","0","3"
"1009056","0","3"
"1009153","0","3"
"1009221","0","3"
"1009524","0","3"
"1009587","0","3"
"1009608","0","3"
"1009639","0","3"
"1009753","0","3"
"1010040","0","3"
"1010157","0","3"
"1010396","0","3"
"1010445","0","3"
"101047","0","3"
"1010857","0","3"
"1010861","0","3"
"1011254","0","3"
"1011322","0","3"
"1011409","0","3"
"1011487","0","3"
"1011527","0","3"
"1011565","0","3"
"1011567","0","3"
"101182","0","3"
"1011961","0","3"
"1011992","0","3"
"1012420","0","3"
"1012498","0","3"
"1012664","0","3"
"1012667","0","3"
"1012670","0","3"
"1012804","0","3"
"1013265","0","3"
"1013291","0","3"
"1013359","0","3"
"1013497","0","3"
"1013961","0","3"
"1014045","0","3"
"101417","0","3"
"1014431","0","3"
"1014436","0","3"
"1014817","0","3"
"1014880","0","3"
"1014935","0","3"
"1015117","0","3"
"1015234","0","3"
"101527","0","3"
"1015469","0","3"
"1015554","0","3"
"101556","0","3"
"1015706","0","3"
"1015888","0","3"
"1015966","0","3"
"1016137","0","3"
"1016203","0","3"
"1016277","0","3"
"101640","0","3"
"1016424","0","3"
"1016651","0","3"
"1017001","0","3"
"1017023","0","3"
"1017141","0","3"
"1017318","0","3"
"1017515","0","3"
"1017580","0","3"
"1017598","0","3"
"1017960","0","3"
"101904","0","3"
"101954","0","3"
"102111","0","3"
"10218","0","3"
"102391","0","3"
"102409","0","3"
"102596","0","3"
"102604","0","3"
"102664","0","3"
"102686","0","3"
"102702","0","3"
"102876","0","3"
"103054","0","3"
"103084","0","3"
"103147","0","3"
"103229","0","3"
"103540","0","3"
"103712","0","3"
"103846","0","3"
"104174","0","3"
"104249","0","3"
"104346","0","3"
"104356","0","3"
"104593","0","3"
"104719","0","3"
"104958","0","3"
"10512","0","3"
"105144","0","3"
"10515","0","3"
"105341","0","3"
"105465","0","3"
"10552","0","3"
"105521","0","3"
"105550","0","3"
"105620","0","3"
"105698","0","3"
"105713","0","3"
"105797","0","3"
"106077","0","3"
"106087","0","3"
"106213","0","3"
"106267","0","3"
"106364","0","3"
"106925","0","3"
"107104","0","3"
"107112","0","3"
"107188","0","3"
"1072","0","3"
"107205","0","3"
"107699","0","3"
"10779","0","3"
"107935","0","3"
"108077","0","3"
"10808","0","3"
"108154","0","3"
"1083","0","3"
"109092","0","3"
"109218","0","3"
"109333","0","3"
"109357","0","3"
"109401","0","3"
"109900","0","3"
"109948","0","3"
"109983","0","3"
"110058","0","3"
"110091","0","3"
"110196","0","3"
"110431","0","3"
"110741","0","3"
"110815","0","3"
"110862","0","3"
"110878","0","3"
"110924","0","3"
"111213","0","3"
"111459","0","3"
"111502","0","3"
"111512","0","3"
"111548","0","3"
"111607","0","3"
"111692","0","3"
"11179","0","3"
"111890","0","3"
"112087","0","3"
"112274","0","3"
"112558","0","3"
"112587","0","3"
"112802","0","3"
"112829","0","3"
"112981","0","3"
"113255","0","3"
"113256","0","3"
"113938","0","3"
"114035","0","3"
"114189","0","3"
"11440","0","3"
"11465","0","3"
"114864","0","3"
"114873","0","3"
"11507","0","3"
"115108","0","3"
"115197","0","3"
"115224","0","3"
"115242","0","3"
"115247","0","3"
"115440","0","3"
"115774","0","3"
"115797","0","3"
"115966","0","3"
"115972","0","3"
"115996","0","3"
"116155","0","3"
"116308","0","3"
"116342","0","3"
"116430","0","3"
"116868","0","3"
"116892","0","3"
"116901","0","3"
"117038","0","3"
"117255","0","3"
"117399","0","3"
"117459","0","3"
"11763","0","3"
"117893","0","3"
"118782","0","3"
"118924","0","3"
"119004","0","3"
"119022","0","3"
"119408","0","3"
"119552","0","3"
"119633","0","3"
"119690","0","3"
"11975","0","3"
"119915","0","3"
"119961","0","3"
"119974","0","3"
"120129","0","3"
"120150","0","3"
"120396","0","3"
"120575","0","3"
"120627","0","3"
"120711","0","3"
"120774","0","3"
"120939","0","3"
"120943","0","3"
"120988","0","3"
"121066","0","3"
"12112","0","3"
"121198","0","3"
"12133","0","3"
"121637","0","3"
"121824","0","3"
"122046","0","3"
"122162","0","3"
"122265","0","3"
"122308","0","3"
"122333","0","3"
"122664","0","3"
"12274","0","3"
"122896","0","3"
"122981","0","3"
"123102","0","3"
"123312","0","3"
"123316","0","3"
"123525","0","3"
"12384","0","3"
"123887","0","3"
"124372","0","3"
"124916","0","3"
"125035","0","3"
"125210","0","3"
"125254","0","3"
"125559","0","3"
"12574","0","3"
"126186","0","3"
"126365","0","3"
"126668","0","3"
"126787","0","3"
"127085","0","3"
"127450","0","3"
"127554","0","3"
"127556","0","3"
"128031","0","3"
"128524","0","3"
"128572","0","3"
"112735","0","2"
"112799","0","2"
"113046","0","2"
"11313","0","2"
"113401","0","2"
"11341","0","2"
"113564","0","2"
"113749","0","2"
"11377","0","2"
"113900","0","2"
"113906","0","2"
"114232","0","2"
"114295","0","2"
"114365","0","2"
"114415","0","2"
"114454","0","2"
"114523","0","2"
"114536","0","2"
"114848","0","2"
"114861","0","2"
"11503","0","2"
"11509","0","2"
"115127","0","2"
"11517","0","2"
"11524","0","2"
"115259","0","2"
"115281","0","2"
"115344","0","2"
"115360","0","2"
"115424","0","2"
"115651","0","2"
"115685","0","2"
"1158","0","2"
"115866","0","2"
"115950","0","2"
"116026","0","2"
"116163","0","2"
"116229","0","2"
"11625","0","2"
"116343","0","2"
"116363","0","2"
"116666","0","2"
"116697","0","2"
"116738","0","2"
"116842","0","2"
"116902","0","2"
"116963","0","2"
"117163","0","2"
"117231","0","2"
"117315","0","2"
"117343","0","2"
"117384","0","2"
"117452","0","2"
"117476","0","2"
"117534","0","2"
"117798","0","2"
"117888","0","2"
"11792","0","2"
"11800","0","2"
"118149","0","2"
"1182","0","2"
"118265","0","2"
"118566","0","2"
"118604","0","2"
"118610","0","2"
"118681","0","2"
"118693","0","2"
"118705","0","2"
"118751","0","2"
"1189","0","2"
"119099","0","2"
"119167","0","2"
"119168","0","2"
"119261","0","2"
"119405","0","2"
"119428","0","2"
"11950","0","2"
"119654","0","2"
"11970","0","2"
"119831","0","2"
"119970","0","2"
"120036","0","2"
"120114","0","2"
"120295","0","2"
"120504","0","2"
"120630","0","2"
"12064","0","2"
"12068","0","2"
"120771","0","2"
"120823","0","2"
"120830","0","2"
"120862","0","2"
"120968","0","2"
"121006","0","2"
"121069","0","2"
"12110","0","2"
"121102","0","2"
"121133","0","2"
"12117","0","2"
"121996","0","2"
"122033","0","2"
"122091","0","2"
"122485","0","2"
"122492","0","2"
"122523","0","2"
"122824","0","2"
"122862","0","2"
"122893","0","2"
"122926","0","2"
"122976","0","2"
"123035","0","2"
"123313","0","2"
"123350","0","2"
"12350","0","2"
"123669","0","2"
"123756","0","2"
"123921","0","2"
"123942","0","2"
"123966","0","2"
"124101","0","2"
"124180","0","2"
"124458","0","2"
"124466","0","2"
"124470","0","2"
"124622","0","2"
"124677","0","2"
"124815","0","2"
"124862","0","2"
"124976","0","2"
"125008","0","2"
"125052","0","2"
"12524","0","2"
"125568","0","2"
"125621","0","2"
"12568","0","2"
"12576","0","2"
"125887","0","2"
"126027","0","2"
"126428","0","2"
"126775","0","2"
"126944","0","2"
"127075","0","2"
"127080","0","2"
"127435","0","2"
"12747","0","2"
"127582","0","2"
"12763","0","2"
"127677","0","2"
"127821","0","2"
"127856","0","2"
"128092","0","2"
"128265","0","2"
"128338","0","2"
"128392","0","2"
"128529","0","2"
"1000027","0","2"
"1000139","0","2"
"1000538","0","2"
"1000590","0","2"
"1000749","0","2"
"1001138","0","2"
"1001201","0","2"
"1001441","0","2"
"1001531","0","2"
"1001757","0","2"
"1001876","0","2"
"1001879","0","2"
"1001902","0","2"
"1001952","0","2"
"100197","0","2"
"1001982","0","2"
"1002127","0","2"
"1002180","0","2"
"1002218","0","2"
"100225","0","2"
"1002257","0","2"
"1002311","0","2"
"100243","0","2"
"1002574","0","2"
"100261","0","2"
"1002684","0","2"
"1002756","0","2"
"1002831","0","2"
"1002862","0","2"
"1003171","0","2"
"100318","0","2"
"1003514","0","2"
"1003627","0","2"
"100370","0","2"
"1003766","0","2"
"1003782","0","2"
"1003821","0","2"
"1003867","0","2"
"1003988","0","2"
"1004082","0","2"
"1004161","0","2"
"1004183","0","2"
"1004444","0","2"
"1004533","0","2"
"1004555","0","2"
"1004751","0","2"
"1004810","0","2"
"1004834","0","2"
"1004936","0","2"
"1004974","0","2"
"1005077","0","2"
"1005082","0","2"
"1005501","0","2"
"1005545","0","2"
"1005681","0","2"
"1005738","0","2"
"1005771","0","2"
"1005779","0","2"
"1005996","0","2"
"1006040","0","2"
"1006403","0","2"
"1006411","0","2"
"1006422","0","2"
"1006566","0","2"
"1006698","0","2"
"1007192","0","2"
"1007339","0","2"
"1007393","0","2"
"1007503","0","2"
"100772","0","2"
"1007906","0","2"
"1008107","0","2"
"100814","0","2"
"1008148","0","2"
"1008162","0","2"
"1008215","0","2"
"100856","0","2"
"1008586","0","2"
"1008685","0","2"
"1008726","0","2"
"1009104","0","2"
"1009135","0","2"
"1009352","0","2"
"1009407","0","2"
"1009457","0","2"
"1009472","0","2"
"1009508","0","2"
"1009551","0","2"
"1009575","0","2"
"1009684","0","2"
"1009888","0","2"
"1010017","0","2"
"1010189","0","2"
"1010373","0","2"
"1010427","0","2"
"1010572","0","2"
"1010630","0","2"
"1010690","0","2"
"1010780","0","2"
"1011079","0","2"
"1011387","0","2"
"1011647","0","2"
"1011752","0","2"
"1011802","0","2"
"1011919","0","2"
"1012017","0","2"
"1012060","0","2"
"1012062","0","2"
"1012070","0","2"
"1012125","0","2"
"1012296","0","2"
"101230","0","2"
"1012344","0","2"
"1012808","0","2"
"1013015","0","2"
"1013063","0","2"
"1013131","0","2"
"1013305","0","2"
"1013365","0","2"
"1013396","0","2"
"1013492","0","2"
"1013494","0","2"
"1013606","0","2"
"1013702","0","2"
"1013822","0","2"
"1013875","0","2"
"1013967","0","2"
"101422","0","2"
"1014344","0","2"
"1014597","0","2"
"1014629","0","2"
"1014647","0","2"
"1014695","0","2"
"1014696","0","2"
"1014838","0","2"
"1015047","0","2"
"1015357","0","2"
"1015408","0","2"
"1015582","0","2"
"1015592","0","2"
"1015856","0","2"
"101589","0","2"
"1015962","0","2"
"1016093","0","2"
"1016302","0","2"
"1016384","0","2"
"1016457","0","2"
"1016472","0","2"
"1016479","0","2"
"101673","0","2"
"1016732","0","2"
"1016924","0","2"
"1016928","0","2"
"1016950","0","2"
"1017034","0","2"
"1017353","0","2"
"1017355","0","2"
"1017557","0","2"
"1017679","0","2"
"1017927","0","2"
"1017958","0","2"
"10226","0","2"
"102294","0","2"
"102519","0","2"
"102885","0","2"
"10296","0","2"
"103128","0","2"
"103275","0","2"
"103317","0","2"
"103492","0","2"
"103530","0","2"
"103574","0","2"
"103643","0","2"
"103680","0","2"
"103814","0","2"
"103910","0","2"
"103912","0","2"
"104115","0","2"
"104130","0","2"
"104423","0","2"
"104490","0","2"
"104503","0","2"
"104906","0","2"
"105000","0","2"
"105182","0","2"
"105207","0","2"
"105222","0","2"
"10526","0","2"
"105744","0","2"
"105770","0","2"
"105884","0","2"
"105949","0","2"
"105983","0","2"
"106024","0","2"
"106090","0","2"
"106144","0","2"
"106200","0","2"
"106276","0","2"
"10628","0","2"
"106363","0","2"
"106413","0","2"
"106488","0","2"
"10656","0","2"
"106723","0","2"
"106742","0","2"
"106800","0","2"
"106854","0","2"
"107398","0","2"
"107693","0","2"
"107726","0","2"
"107756","0","2"
"107990","0","2"
"108078","0","2"
"108103","0","2"
"108274","0","2"
"108450","0","2"
"108799","0","2"
"108825","0","2"
"108842","0","2"
"109210","0","2"
"10923","0","2"
"109275","0","2"
"109276","0","2"
"109523","0","2"
"109808","0","2"
"109830","0","2"
"109908","0","2"
"109951","0","2"
"109974","0","2"
"109990","0","2"
"110193","0","2"
"110328","0","2"
"110373","0","2"
"110392","0","2"
"111068","0","2"
"111124","0","2"
"111167","0","2"
"111200","0","2"
"111276","0","2"
"111342","0","2"
"111482","0","2"
"111556","0","2"
"111894","0","2"
"112238","0","2"
"112244","0","2"
"112253","0","2"
"112393","0","2"
"112401","0","2"
"1000001","0","1"
"1000319","0","1"
"1000328","0","1"
"1000332","0","1"
"1000727","0","1"
"1000772","0","1"
"1001048","0","1"
"1001148","0","1"
"1001524","0","1"
"1001551","0","1"
"1001882","0","1"
"100227","0","1"
"1002315","0","1"
"1002375","0","1"
"1002512","0","1"
"1002591","0","1"
"1002642","0","1"
"1002767","0","1"
"1002771","0","1"
"1002890","0","1"
"1003073","0","1"
"1003123","0","1"
"1003250","0","1"
"1003348","0","1"
"1003463","0","1"
"1003748","0","1"
"1003863","0","1"
"1003893","0","1"
"1003961","0","1"
"1004001","0","1"
"1004002","0","1"
"1004026","0","1"
"1004146","0","1"
"1004282","0","1"
"1004354","0","1"
"100440","0","1"
"1004441","0","1"
"100453","0","1"
"1004562","0","1"
"10049","0","1"
"1005035","0","1"
"1005249","0","1"
"1005257","0","1"
"1005304","0","1"
"1005473","0","1"
"1005487","0","1"
"1005507","0","1"
"1005767","0","1"
"1006002","0","1"
"1006079","0","1"
"1006260","0","1"
"1006480","0","1"
"1006652","0","1"
