"User_ID","R","F","消费时间间隔","消费频率"
"1001199","0","10","高","高"
"1001375","0","10","高","高"
"1001545","0","10","高","高"
"1002166","0","10","高","高"
"1002307","0","10","高","高"
"1002358","0","10","高","高"
"1003826","0","10","高","高"
"1004726","0","10","高","高"
"1005124","0","10","高","高"
"1010299","0","10","高","高"
"1015545","0","10","高","高"
"1016977","0","10","高","高"
"1017785","0","10","高","高"
"109364","0","10","高","高"
"111549","0","10","高","高"
"1001629","0","9","高","高"
"1003716","0","9","高","高"
"1003906","0","9","高","高"
"1006653","0","9","高","高"
"1007501","0","9","高","高"
"1009211","0","9","高","高"
"1010869","0","9","高","高"
"101212","0","9","高","高"
"1015454","0","9","高","高"
"101660","0","9","高","高"
"101983","0","9","高","高"
"102632","0","9","高","高"
"104019","0","9","高","高"
"104620","0","9","高","高"
"104703","0","9","高","高"
"104710","0","9","高","高"
"105540","0","9","高","高"
"109163","0","9","高","高"
"112287","0","9","高","高"
"112741","0","9","高","高"
"112997","0","9","高","高"
"113570","0","9","高","高"
"115229","0","9","高","高"
"115555","0","9","高","高"
"115935","0","9","高","高"
"116108","0","9","高","高"
"116132","0","9","高","高"
"116682","0","9","高","高"
"117439","0","9","高","高"
"118867","0","9","高","高"
"121877","0","9","高","高"
"124095","0","9","高","高"
"127978","0","9","高","高"
"112845","0","8","高","高"
"113163","0","8","高","高"
"114824","0","8","高","高"
"116582","0","8","高","高"
"117075","0","8","高","高"
"117205","0","8","高","高"
"119999","0","8","高","高"
"120849","0","8","高","高"
"121890","0","8","高","高"
"123892","0","8","高","高"
"126468","0","8","高","高"
"128539","0","8","高","高"
"1000335","0","8","高","高"
"1000438","0","8","高","高"
"1001378","0","8","高","高"
"1001537","0","8","高","高"
"100173","0","8","高","高"
"1002246","0","8","高","高"
"1003022","0","8","高","高"
"1005916","0","8","高","高"
"1006274","0","8","高","高"
"1006446","0","8","高","高"
"1008174","0","8","高","高"
"1008842","0","8","高","高"
"1010280","0","8","高","高"
"1012275","0","8","高","高"
"101249","0","8","高","高"
"1012682","0","8","高","高"
"1013943","0","8","高","高"
"1014907","0","8","高","高"
"1015572","0","8","高","高"
"1015760","0","8","高","高"
"1017905","0","8","高","高"
"102257","0","8","高","高"
"103509","0","8","高","高"
"106067","0","8","高","高"
"107002","0","8","高","高"
"107825","0","8","高","高"
"108025","0","8","高","高"
"108997","0","8","高","高"
"109291","0","8","高","高"
"110360","0","8","高","高"
"110704","0","8","高","高"
"1119","0","8","高","高"
"112015","0","8","高","高"
"11226","0","8","高","高"
"1000084","0","7","高","高"
"1000115","0","7","高","高"
"1000436","0","7","高","高"
"1002042","0","7","高","高"
"1002618","0","7","高","高"
"1003510","0","7","高","高"
"1004448","0","7","高","高"
"1005419","0","7","高","高"
"1005746","0","7","高","高"
"1006920","0","7","高","高"
"1007148","0","7","高","高"
"1007319","0","7","高","高"
"1007387","0","7","高","高"
"1008245","0","7","高","高"
"1008786","0","7","高","高"
"1008904","0","7","高","高"
"1009611","0","7","高","高"
"1009822","0","7","高","高"
"1010170","0","7","高","高"
"1010281","0","7","高","高"
"1010870","0","7","高","高"
"1011581","0","7","高","高"
"1011793","0","7","高","高"
"1012232","0","7","高","高"
"1012358","0","7","高","高"
"1013202","0","7","高","高"
"1013209","0","7","高","高"
"1013338","0","7","高","高"
"1014281","0","7","高","高"
"1014544","0","7","高","高"
"1014550","0","7","高","高"
"1014716","0","7","高","高"
"1015846","0","7","高","高"
"1015886","0","7","高","高"
"1016156","0","7","高","高"
"1016326","0","7","高","高"
"1016357","0","7","高","高"
"1016622","0","7","高","高"
"1017543","0","7","高","高"
"102386","0","7","高","高"
"103439","0","7","高","高"
"104142","0","7","高","高"
"105364","0","7","高","高"
"10668","0","7","高","高"
"10694","0","7","高","高"
"107181","0","7","高","高"
"10776","0","7","高","高"
"108523","0","7","高","高"
"108996","0","7","高","高"
"109169","0","7","高","高"
"110200","0","7","高","高"
"110365","0","7","高","高"
"111216","0","7","高","高"
"11190","0","7","高","高"
"112165","0","7","高","高"
"11272","0","7","高","高"
"112775","0","7","高","高"
"113082","0","7","高","高"
"113244","0","7","高","高"
"113321","0","7","高","高"
"11403","0","7","高","高"
"114644","0","7","高","高"
"1149","0","7","高","高"
"115031","0","7","高","高"
"116344","0","7","高","高"
"116769","0","7","高","高"
"116801","0","7","高","高"
"117013","0","7","高","高"
"118384","0","7","高","高"
"119925","0","7","高","高"
"121389","0","7","高","高"
"121502","0","7","高","高"
"122782","0","7","高","高"
"123252","0","7","高","高"
"123672","0","7","高","高"
"125811","0","7","高","高"
"127360","0","7","高","高"
"127915","0","7","高","高"
"127981","0","7","高","高"
"113397","0","6","高","高"
"114546","0","6","高","高"
"115098","0","6","高","高"
"116021","0","6","高","高"
"116310","0","6","高","高"
"117418","0","6","高","高"
"117857","0","6","高","高"
"118164","0","6","高","高"
"118237","0","6","高","高"
"118238","0","6","高","高"
"119496","0","6","高","高"
"119998","0","6","高","高"
"120581","0","6","高","高"
"120932","0","6","高","高"
"1212","0","6","高","高"
"121741","0","6","高","高"
"121910","0","6","高","高"
"122369","0","6","高","高"
"122578","0","6","高","高"
"123286","0","6","高","高"
"125307","0","6","高","高"
"125377","0","6","高","高"
"12646","0","6","高","高"
"127010","0","6","高","高"
"12722","0","6","高","高"
"127340","0","6","高","高"
"127866","0","6","高","高"
"127942","0","6","高","高"
"128422","0","6","高","高"
"1001054","0","6","高","高"
"1001625","0","6","高","高"
"1001921","0","6","高","高"
"100257","0","6","高","高"
"1002909","0","6","高","高"
"1002970","0","6","高","高"
"1003249","0","6","高","高"
"1003321","0","6","高","高"
"100356","0","6","高","高"
"1003656","0","6","高","高"
"1004337","0","6","高","高"
"1004663","0","6","高","高"
"100477","0","6","高","高"
"1005074","0","6","高","高"
"100528","0","6","高","高"
"100599","0","6","高","高"
"1005995","0","6","高","高"
"1006889","0","6","高","高"
"1007453","0","6","高","高"
"100860","0","6","高","高"
"1009046","0","6","高","高"
"1009391","0","6","高","高"
"1009833","0","6","高","高"
"1010381","0","6","高","高"
"1010453","0","6","高","高"
"1010839","0","6","高","高"
"1011181","0","6","高","高"
"1011943","0","6","高","高"
"1011996","0","6","高","高"
"1012022","0","6","高","高"
"1012806","0","6","高","高"
"101305","0","6","高","高"
"101420","0","6","高","高"
"1015250","0","6","高","高"
"1016498","0","6","高","高"
"1016582","0","6","高","高"
"1016639","0","6","高","高"
"1016747","0","6","高","高"
"1016792","0","6","高","高"
"1017055","0","6","高","高"
"1017058","0","6","高","高"
"1017334","0","6","高","高"
"1017567","0","6","高","高"
"1017627","0","6","高","高"
"102302","0","6","高","高"
"102617","0","6","高","高"
"10267","0","6","高","高"
"102762","0","6","高","高"
"102773","0","6","高","高"
"102774","0","6","高","高"
"103710","0","6","高","高"
"10476","0","6","高","高"
"104811","0","6","高","高"
"105873","0","6","高","高"
"10608","0","6","高","高"
"106415","0","6","高","高"
"106838","0","6","高","高"
"108050","0","6","高","高"
"108102","0","6","高","高"
"108227","0","6","高","高"
"108233","0","6","高","高"
"108605","0","6","高","高"
"108809","0","6","高","高"
"108967","0","6","高","高"
"109643","0","6","高","高"
"109971","0","6","高","高"
"111023","0","6","高","高"
"111517","0","6","高","高"
"112111","0","6","高","高"
"1000313","0","5","高","高"
"1000807","0","5","高","高"
"1000911","0","5","高","高"
"1001466","0","5","高","高"
"1001711","0","5","高","高"
"1002208","0","5","高","高"
"100294","0","5","高","高"
"1003200","0","5","高","高"
"1003351","0","5","高","高"
"1004172","0","5","高","高"
"1004381","0","5","高","高"
"1004807","0","5","高","高"
"1005166","0","5","高","高"
"1005712","0","5","高","高"
"1006553","0","5","高","高"
"1006582","0","5","高","高"
"1006765","0","5","高","高"
"1007112","0","5","高","高"
"1007601","0","5","高","高"
"1007848","0","5","高","高"
"1007919","0","5","高","高"
"1008557","0","5","高","高"
"1008916","0","5","高","高"
"1009437","0","5","高","高"
"1009898","0","5","高","高"
"1010691","0","5","高","高"
"1011799","0","5","高","高"
"1011937","0","5","高","高"
"1011960","0","5","高","高"
"1011986","0","5","高","高"
"1012895","0","5","高","高"
"1013593","0","5","高","高"
"1014055","0","5","高","高"
"1014248","0","5","高","高"
"1014341","0","5","高","高"
"1015305","0","5","高","高"
"1015794","0","5","高","高"
"1016024","0","5","高","高"
"1016774","0","5","高","高"
"1017407","0","5","高","高"
"1017527","0","5","高","高"
"1017649","0","5","高","高"
"1017860","0","5","高","高"
"102163","0","5","高","高"
"102574","0","5","高","高"
"102703","0","5","高","高"
"102721","0","5","高","高"
"103246","0","5","高","高"
"103627","0","5","高","高"
"10395","0","5","高","高"
"10407","0","5","高","高"
"104823","0","5","高","高"
"105044","0","5","高","高"
"105643","0","5","高","高"
"105748","0","5","高","高"
"105819","0","5","高","高"
"105907","0","5","高","高"
"106400","0","5","高","高"
"106435","0","5","高","高"
"106699","0","5","高","高"
"107159","0","5","高","高"
"107243","0","5","高","高"
"107293","0","5","高","高"
"107389","0","5","高","高"
"107492","0","5","高","高"
"107665","0","5","高","高"
"10772","0","5","高","高"
"107961","0","5","高","高"
"108037","0","5","高","高"
"108457","0","5","高","高"
"109124","0","5","高","高"
"109337","0","5","高","高"
"109388","0","5","高","高"
"10984","0","5","高","高"
"112070","0","5","高","高"
"112099","0","5","高","高"
"112369","0","5","高","高"
"112372","0","5","高","高"
"112689","0","5","高","高"
"112930","0","5","高","高"
"11294","0","5","高","高"
"113269","0","5","高","高"
"113291","0","5","高","高"
"113834","0","5","高","高"
"113932","0","5","高","高"
"114931","0","5","高","高"
"115512","0","5","高","高"
"115752","0","5","高","高"
"116572","0","5","高","高"
"117019","0","5","高","高"
"117226","0","5","高","高"
"117689","0","5","高","高"
"117805","0","5","高","高"
"117981","0","5","高","高"
"118130","0","5","高","高"
"118996","0","5","高","高"
"11900","0","5","高","高"
"119185","0","5","高","高"
"120241","0","5","高","高"
"120349","0","5","高","高"
"120398","0","5","高","高"
"120640","0","5","高","高"
"120929","0","5","高","高"
"12095","0","5","高","高"
"121321","0","5","高","高"
"121515","0","5","高","高"
"121613","0","5","高","高"
"121854","0","5","高","高"
"121858","0","5","高","高"
"121924","0","5","高","高"
"121985","0","5","高","高"
"122379","0","5","高","高"
"122387","0","5","高","高"
"122563","0","5","高","高"
"123109","0","5","高","高"
"123543","0","5","高","高"
"123762","0","5","高","高"
"124813","0","5","高","高"
"125205","0","5","高","高"
"125364","0","5","高","高"
"125461","0","5","高","高"
"125578","0","5","高","高"
"127180","0","5","高","高"
"127419","0","5","高","高"
"128417","0","5","高","高"
"128449","0","5","高","高"
"112867","0","4","高","高"
"112936","0","4","高","高"
"113010","0","4","高","高"
"113116","0","4","高","高"
"113603","0","4","高","高"
"113627","0","4","高","高"
"113829","0","4","高","高"
"113879","0","4","高","高"
"113890","0","4","高","高"
"114733","0","4","高","高"
"11495","0","4","高","高"
"115000","0","4","高","高"
"115109","0","4","高","高"
"115185","0","4","高","高"
"115385","0","4","高","高"
"115387","0","4","高","高"
"115476","0","4","高","高"
"115614","0","4","高","高"
"115650","0","4","高","高"
"116805","0","4","高","高"
"116837","0","4","高","高"
"11730","0","4","高","高"
"117347","0","4","高","高"
"117616","0","4","高","高"
"118686","0","4","高","高"
"118840","0","4","高","高"
"118976","0","4","高","高"
"119139","0","4","高","高"
"11916","0","4","高","高"
"119443","0","4","高","高"
"119527","0","4","高","高"
"119657","0","4","高","高"
"119775","0","4","高","高"
"120135","0","4","高","高"
"121182","0","4","高","高"
"121219","0","4","高","高"
"121417","0","4","高","高"
"121536","0","4","高","高"
"121948","0","4","高","高"
"12202","0","4","高","高"
"122105","0","4","高","高"
"12213","0","4","高","高"
"122177","0","4","高","高"
"122214","0","4","高","高"
"122228","0","4","高","高"
"122253","0","4","高","高"
"122264","0","4","高","高"
"122389","0","4","高","高"
"122448","0","4","高","高"
"122607","0","4","高","高"
"123241","0","4","高","高"
"123317","0","4","高","高"
"123520","0","4","高","高"
"123694","0","4","高","高"
"12400","0","4","高","高"
"124036","0","4","高","高"
"12424","0","4","高","高"
"124274","0","4","高","高"
"124538","0","4","高","高"
"124811","0","4","高","高"
"124848","0","4","高","高"
"124867","0","4","高","高"
"125078","0","4","高","高"
"125537","0","4","高","高"
"125580","0","4","高","高"
"12605","0","4","高","高"
"126343","0","4","高","高"
"126482","0","4","高","高"
"126898","0","4","高","高"
"126935","0","4","高","高"
"127113","0","4","高","高"
"127224","0","4","高","高"
"127355","0","4","高","高"
"128145","0","4","高","高"
"128465","0","4","高","高"
"1000028","0","4","高","高"
"1000103","0","4","高","高"
"1000398","0","4","高","高"
"1000610","0","4","高","高"
"1000836","0","4","高","高"
"1001131","0","4","高","高"
"1001186","0","4","高","高"
"1001235","0","4","高","高"
"1001652","0","4","高","高"
"1001804","0","4","高","高"
"1001829","0","4","高","高"
"1001988","0","4","高","高"
"1002020","0","4","高","高"
"1002093","0","4","高","高"
"1002520","0","4","高","高"
"1002578","0","4","高","高"
"1002934","0","4","高","高"
"1003027","0","4","高","高"
"1003041","0","4","高","高"
"1003183","0","4","高","高"
"1003273","0","4","高","高"
"10034","0","4","高","高"
"1003509","0","4","高","高"
"1003559","0","4","高","高"
"1003561","0","4","高","高"
"1003562","0","4","高","高"
"1003628","0","4","高","高"
"1004068","0","4","高","高"
"1004269","0","4","高","高"
"1004839","0","4","高","高"
"1005292","0","4","高","高"
"1005407","0","4","高","高"
"1005414","0","4","高","高"
"1005474","0","4","高","高"
"1005704","0","4","高","高"
"1005742","0","4","高","高"
"1005807","0","4","高","高"
"1005838","0","4","高","高"
"1005961","0","4","高","高"
"1006453","0","4","高","高"
"1006707","0","4","高","高"
"1006964","0","4","高","高"
"1007004","0","4","高","高"
"1007171","0","4","高","高"
"1007190","0","4","高","高"
"1007225","0","4","高","高"
"1007294","0","4","高","高"
"1007479","0","4","高","高"
"1007704","0","4","高","高"
"1007907","0","4","高","高"
"1008100","0","4","高","高"
"1008106","0","4","高","高"
"1008187","0","4","高","高"
"1008378","0","4","高","高"
"1008391","0","4","高","高"
"1008430","0","4","高","高"
"1008961","0","4","高","高"
"1009129","0","4","高","高"
"100925","0","4","高","高"
"1009529","0","4","高","高"
"1009673","0","4","高","高"
"1009997","0","4","高","高"
"101001","0","4","高","高"
"1010638","0","4","高","高"
"1010915","0","4","高","高"
"1011248","0","4","高","高"
"1011499","0","4","高","高"
"1011591","0","4","高","高"
"1011704","0","4","高","高"
"1011725","0","4","高","高"
"1012110","0","4","高","高"
"1012298","0","4","高","高"
"101239","0","4","高","高"
"1012415","0","4","高","高"
"1012469","0","4","高","高"
"1012745","0","4","高","高"
"101303","0","4","高","高"
"101312","0","4","高","高"
"1014072","0","4","高","高"
"1014237","0","4","高","高"
"1014652","0","4","高","高"
"1014846","0","4","高","高"
"101515","0","4","高","高"
"1015229","0","4","高","高"
"1015578","0","4","高","高"
"1016016","0","4","高","高"
"1016054","0","4","高","高"
"1016234","0","4","高","高"
"1016293","0","4","高","高"
"1016465","0","4","高","高"
"1016716","0","4","高","高"
"101744","0","4","高","高"
"1017509","0","4","高","高"
"1017666","0","4","高","高"
"1017869","0","4","高","高"
"1017937","0","4","高","高"
"101855","0","4","高","高"
"10265","0","4","高","高"
"102654","0","4","高","高"
"10290","0","4","高","高"
"103159","0","4","高","高"
"103177","0","4","高","高"
"103511","0","4","高","高"
"103585","0","4","高","高"
"103966","0","4","高","高"
"104349","0","4","高","高"
"10449","0","4","高","高"
"104879","0","4","高","高"
"104893","0","4","高","高"
"104899","0","4","高","高"
"10490","0","4","高","高"
"105180","0","4","高","高"
"105975","0","4","高","高"
"106038","0","4","高","高"
"106395","0","4","高","高"
"106424","0","4","高","高"
"106526","0","4","高","高"
"106532","0","4","高","高"
"106613","0","4","高","高"
"10683","0","4","高","高"
"107471","0","4","高","高"
"10757","0","4","高","高"
"107601","0","4","高","高"
"107805","0","4","高","高"
"107850","0","4","高","高"
"108038","0","4","高","高"
"108248","0","4","高","高"
"108363","0","4","高","高"
"108676","0","4","高","高"
"109474","0","4","高","高"
"109661","0","4","高","高"
"109717","0","4","高","高"
"110179","0","4","高","高"
"110294","0","4","高","高"
"11079","0","4","高","高"
"110989","0","4","高","高"
"111226","0","4","高","高"
"111247","0","4","高","高"
"11162","0","4","高","高"
"111629","0","4","高","高"
"111738","0","4","高","高"
"112104","0","4","高","高"
"112220","0","4","高","高"
"1124","0","4","高","高"
"112643","0","4","高","高"
"112677","0","4","高","高"
"1000061","0","3","高","低"
"1000151","0","3","高","低"
"1000269","0","3","高","低"
"1000429","0","3","高","低"
"1000511","0","3","高","低"
"100091","0","3","高","低"
"100105","0","3","高","低"
"100107","0","3","高","低"
"1001676","0","3","高","低"
"1001967","0","3","高","低"
"1002188","0","3","高","低"
"1002194","0","3","高","低"
"1002317","0","3","高","低"
"100279","0","3","高","低"
"1002878","0","3","高","低"
"1003239","0","3","高","低"
"1003264","0","3","高","低"
"1003422","0","3","高","低"
"1003707","0","3","高","低"
"100377","0","3","高","低"
"100388","0","3","高","低"
"1003940","0","3","高","低"
"1004335","0","3","高","低"
"1004477","0","3","高","低"
"100451","0","3","高","低"
"1004681","0","3","高","低"
"1004682","0","3","高","低"
"1004895","0","3","高","低"
"1004906","0","3","高","低"
"1005559","0","3","高","低"
"1006207","0","3","高","低"
"1006404","0","3","高","低"
"1006919","0","3","高","低"
"1006938","0","3","高","低"
"1007027","0","3","高","低"
"1007082","0","3","高","低"
"1007476","0","3","高","低"
"1007629","0","3","高","低"
"1007802","0","3","高","低"
"1008003","0","3","高","低"
"100821","0","3","高","低"
"1008212","0","3","高","低"
"1008370","0","3","高","低"
"1008425","0","3","高","低"
"1008614","0","3","高","低"
"1008698","0","3","高","低"
"1009026","0","3","高","低"
"1009056","0","3","高","低"
"1009153","0","3","高","低"
"1009221","0","3","高","低"
"1009524","0","3","高","低"
"1009587","0","3","高","低"
"1009608","0","3","高","低"
"1009639","0","3","高","低"
"1009753","0","3","高","低"
"1010040","0","3","高","低"
"1010157","0","3","高","低"
"1010396","0","3","高","低"
"1010445","0","3","高","低"
"101047","0","3","高","低"
"1010857","0","3","高","低"
"1010861","0","3","高","低"
"1011254","0","3","高","低"
"1011322","0","3","高","低"
"1011409","0","3","高","低"
"1011487","0","3","高","低"
"1011527","0","3","高","低"
"1011565","0","3","高","低"
"1011567","0","3","高","低"
"101182","0","3","高","低"
"1011961","0","3","高","低"
"1011992","0","3","高","低"
"1012420","0","3","高","低"
"1012498","0","3","高","低"
"1012664","0","3","高","低"
"1012667","0","3","高","低"
"1012670","0","3","高","低"
"1012804","0","3","高","低"
"1013265","0","3","高","低"
"1013291","0","3","高","低"
"1013359","0","3","高","低"
"1013497","0","3","高","低"
"1013961","0","3","高","低"
"1014045","0","3","高","低"
"101417","0","3","高","低"
"1014431","0","3","高","低"
"1014436","0","3","高","低"
"1014817","0","3","高","低"
"1014880","0","3","高","低"
"1014935","0","3","高","低"
"1015117","0","3","高","低"
"1015234","0","3","高","低"
"101527","0","3","高","低"
"1015469","0","3","高","低"
"1015554","0","3","高","低"
"101556","0","3","高","低"
"1015706","0","3","高","低"
"1015888","0","3","高","低"
"1015966","0","3","高","低"
"1016137","0","3","高","低"
"1016203","0","3","高","低"
"1016277","0","3","高","低"
"101640","0","3","高","低"
"1016424","0","3","高","低"
"1016651","0","3","高","低"
"1017001","0","3","高","低"
"1017023","0","3","高","低"
"1017141","0","3","高","低"
"1017318","0","3","高","低"
"1017515","0","3","高","低"
"1017580","0","3","高","低"
"1017598","0","3","高","低"
"1017960","0","3","高","低"
"101904","0","3","高","低"
"101954","0","3","高","低"
"102111","0","3","高","低"
"10218","0","3","高","低"
"102391","0","3","高","低"
"102409","0","3","高","低"
"102596","0","3","高","低"
"102604","0","3","高","低"
"102664","0","3","高","低"
"102686","0","3","高","低"
"102702","0","3","高","低"
"102876","0","3","高","低"
"103054","0","3","高","低"
"103084","0","3","高","低"
"103147","0","3","高","低"
"103229","0","3","高","低"
"103540","0","3","高","低"
"103712","0","3","高","低"
"103846","0","3","高","低"
"104174","0","3","高","低"
"104249","0","3","高","低"
"104346","0","3","高","低"
"104356","0","3","高","低"
"104593","0","3","高","低"
"104719","0","3","高","低"
"104958","0","3","高","低"
"10512","0","3","高","低"
"105144","0","3","高","低"
"10515","0","3","高","低"
"105341","0","3","高","低"
"105465","0","3","高","低"
"10552","0","3","高","低"
"105521","0","3","高","低"
"105550","0","3","高","低"
"105620","0","3","高","低"
"105698","0","3","高","低"
"105713","0","3","高","低"
"105797","0","3","高","低"
"106077","0","3","高","低"
"106087","0","3","高","低"
"106213","0","3","高","低"
"106267","0","3","高","低"
"106364","0","3","高","低"
"106925","0","3","高","低"
"107104","0","3","高","低"
"107112","0","3","高","低"
"107188","0","3","高","低"
"1072","0","3","高","低"
"107205","0","3","高","低"
"107699","0","3","高","低"
"10779","0","3","高","低"
"107935","0","3","高","低"
"108077","0","3","高","低"
"10808","0","3","高","低"
"108154","0","3","高","低"
"1083","0","3","高","低"
"109092","0","3","高","低"
"109218","0","3","高","低"
"109333","0","3","高","低"
"109357","0","3","高","低"
"109401","0","3","高","低"
"109900","0","3","高","低"
"109948","0","3","高","低"
"109983","0","3","高","低"
"110058","0","3","高","低"
"110091","0","3","高","低"
"110196","0","3","高","低"
"110431","0","3","高","低"
"110741","0","3","高","低"
"110815","0","3","高","低"
"110862","0","3","高","低"
"110878","0","3","高","低"
"110924","0","3","高","低"
"111213","0","3","高","低"
"111459","0","3","高","低"
"111502","0","3","高","低"
"111512","0","3","高","低"
"111548","0","3","高","低"
"111607","0","3","高","低"
"111692","0","3","高","低"
"11179","0","3","高","低"
"111890","0","3","高","低"
"112087","0","3","高","低"
"112274","0","3","高","低"
"112558","0","3","高","低"
"112587","0","3","高","低"
"112802","0","3","高","低"
"112829","0","3","高","低"
"112981","0","3","高","低"
"113255","0","3","高","低"
"113256","0","3","高","低"
"113938","0","3","高","低"
"114035","0","3","高","低"
"114189","0","3","高","低"
"11440","0","3","高","低"
"11465","0","3","高","低"
"114864","0","3","高","低"
"114873","0","3","高","低"
"11507","0","3","高","低"
"115108","0","3","高","低"
"115197","0","3","高","低"
"115224","0","3","高","低"
"115242","0","3","高","低"
"115247","0","3","高","低"
"115440","0","3","高","低"
"115774","0","3","高","低"
"115797","0","3","高","低"
"115966","0","3","高","低"
"115972","0","3","高","低"
"115996","0","3","高","低"
"116155","0","3","高","低"
"116308","0","3","高","低"
"116342","0","3","高","低"
"116430","0","3","高","低"
"116868","0","3","高","低"
"116892","0","3","高","低"
"116901","0","3","高","低"
"117038","0","3","高","低"
"117255","0","3","高","低"
"117399","0","3","高","低"
"117459","0","3","高","低"
"11763","0","3","高","低"
"117893","0","3","高","低"
"118782","0","3","高","低"
"118924","0","3","高","低"
"119004","0","3","高","低"
"119022","0","3","高","低"
"119408","0","3","高","低"
"119552","0","3","高","低"
"119633","0","3","高","低"
"119690","0","3","高","低"
"11975","0","3","高","低"
"119915","0","3","高","低"
"119961","0","3","高","低"
"119974","0","3","高","低"
"120129","0","3","高","低"
"120150","0","3","高","低"
"120396","0","3","高","低"
"120575","0","3","高","低"
"120627","0","3","高","低"
"120711","0","3","高","低"
"120774","0","3","高","低"
"120939","0","3","高","低"
"120943","0","3","高","低"
"120988","0","3","高","低"
"121066","0","3","高","低"
"12112","0","3","高","低"
"121198","0","3","高","低"
"12133","0","3","高","低"
"121637","0","3","高","低"
"121824","0","3","高","低"
"122046","0","3","高","低"
"122162","0","3","高","低"
"122265","0","3","高","低"
"122308","0","3","高","低"
"122333","0","3","高","低"
"122664","0","3","高","低"
"12274","0","3","高","低"
"122896","0","3","高","低"
"122981","0","3","高","低"
"123102","0","3","高","低"
"123312","0","3","高","低"
"123316","0","3","高","低"
"123525","0","3","高","低"
"12384","0","3","高","低"
"123887","0","3","高","低"
"124372","0","3","高","低"
"124916","0","3","高","低"
"125035","0","3","高","低"
"125210","0","3","高","低"
"125254","0","3","高","低"
"125559","0","3","高","低"
"12574","0","3","高","低"
"126186","0","3","高","低"
"126365","0","3","高","低"
"126668","0","3","高","低"
"126787","0","3","高","低"
"127085","0","3","高","低"
"127450","0","3","高","低"
"127554","0","3","高","低"
"127556","0","3","高","低"
"128031","0","3","高","低"
"128524","0","3","高","低"
"128572","0","3","高","低"
"112735","0","2","高","低"
"112799","0","2","高","低"
"113046","0","2","高","低"
"11313","0","2","高","低"
"113401","0","2","高","低"
"11341","0","2","高","低"
"113564","0","2","高","低"
"113749","0","2","高","低"
"11377","0","2","高","低"
"113900","0","2","高","低"
"113906","0","2","高","低"
